Name,SetId,Number
"Slakoth","","95"
"Slakoth","","167"
"Slakoth","","168"
"Slakoth","","113"
"Slakoth","","160"
"Slakoth","","145"
"Slakoth","","212"
"Slakoth","","129"
"Slakoth","","81"
"Sleep!","","79"
"Sliggoo","","95"
"Sliggoo","","93"
"Sliggoo","","196"
"Sliggoo","","73"
"Sliggoo","","76"
"Sliggoo","","59"
"Slither Wing","","107"
"Slither Wing","","203"
"Slither Wing","","26"
"Slowbro","","43"
"Slowbro","","24"
"Slowbro","","54"
"Slowbro","","33"
"Slowbro","","13"
"Slowbro","","14"
"Slowbro","","52"
"Slowbro","","38"
"Slowbro","","20"
"Slowbro","","49"
"Slowbro","","80"
"Slowbro","","117"
"Slowbro Spirit Link","","86"
"Slowbro-EX","","26"
"Slowking","","49"
"Slowking","","32"
"Slowking","","28"
"Slowking","","34"
"Slowking","","H22"
"Slowking","","14"
"Slowking","","12"
"Slowking","","85"
"Slowking","","48"
"Slowking","","55"
"Slowking","","58"
"Slowking","","19"
"Slowking","","21"
"Slowking ex","","86"
"Slowking ex","","238"
"Slowpoke","","55"
"Slowpoke","","67"
"Slowpoke","","93"
"Slowpoke","","23"
"Slowpoke","","70"
"Slowpoke","","82"
"Slowpoke","","108"
"Slowpoke","","72"
"Slowpoke","","83"
"Slowpoke","","45"
"Slowpoke","","80"
"Slowpoke","","76"
"Slowpoke","","32"
"Slowpoke","","81"
"Slowpoke","","66"
"Slowpoke","","5"
"Slowpoke","","73"
"Slowpoke","","19"
"Slowpoke","","42"
"Slowpoke","","12"
"Slowpoke","","48"
"Slowpoke","","54"
"Slowpoke","","204"
"Slowpoke","","85"
"Slowpoke","","79"
"Slowpoke","","116"
"Slowpoke","","57"
"Slowpoke","","18"
"Slowpoke & Psyduck-GX","","35"
"Slowpoke & Psyduck-GX","","217"
"Slowpoke & Psyduck-GX","","218"
"Slowpoke & Psyduck-GX","","239"
"Slugma","","83"
"Slugma","","98"
"Slugma","","99"
"Slugma","","73"
"Slugma","","72"
"Slugma","","77"
"Slugma","","74"
"Slugma","","75"
"Slugma","","67"
"Slugma","","53"
"Slugma","","82"
"Slugma","","26"
"Slugma","","23"
"Slugma","","43"
"Slugma","","28"
"Slugma","","21"
"Slugma","","27"
"Slugma","","34"
"Slugma","","6"
"Slugma","","20"
"Slugma","","22"
"Slumbering Forest","","207"
"Slurpuff","","RC20"
"Slurpuff","","94"
"Slurpuff","","236"
"Slurpuff","","154"
"Slurpuff","","90"
"Slurpuff","","84"
"Slurpuff","","68"
"Slurpuff","","95"
"Slurpuff","","69"
"Slurpuff","","XY15"
"Smeargle","","32"
"Smeargle","","21"
"Smeargle","","66"
"Smeargle","","109"
"Smeargle","","48"
"Smeargle","","8"
"Smeargle","","15"
"Smeargle","","80"
"Smeargle","","11"
"Smeargle","","30"
"Smeargle","","157"
"Smeargle","","137"
"Smeargle","","TG10"
"Smeargle","","128"
"Smeargle","","209"
"Smeargle","","123"
"Smeargle δ","","39"
"Smoliv","","20"
"Smoliv","","21"
"Smoliv","","19"
"Smoliv","","102"
"Smoliv","","23"
"Smoochum","","67"
"Smoochum","","61"
"Smoochum","","31"
"Smoochum","","30"
"Smoochum","","HGSS13"
"Smoochum","","54"
"Smoochum","","75"
"Smoochum δ","","64"
"Sneasel","","69"
"Sneasel","","65"
"Sneasel","","100"
"Sneasel","","120"
"Sneasel","","110"
"Sneasel","","68"
"Sneasel","","44"
"Sneasel","","25"
"Sneasel","","24"
"Sneasel","","131"
"Sneasel","","43"
"Sneasel","","85"
"Sneasel","","73"
"Sneasel","","86"
"Sneasel","","133"
"Sneasel","","182"
"Sneasel","","13"
"Sneasel","","61"
"Sneasel","","30"
"Sneasel","","60"
"Sneasel","","50"
"Sneasel","","51"
"Sneasel ex","","103"
"Snivy","","1"
"Snivy","","2"
"Snivy","","6"
"Snivy","","RC1"
"Snivy","","11"
"Snivy","","BW01"
"Snivy","","BW06"
"Snivy","","5"
"Snivy","","87"
"Snom","","42"
"Snom","","52"
"Snom","","45"
"Snom","","168"
"Snom","","63"
"Snom","","29"
"Snom","","SV033"
"Snom","","84"
"Snorlax","","11"
"Snorlax","","27"
"Snorlax","","30"
"Snorlax","","64"
"Snorlax","","49"
"Snorlax","","109"
"Snorlax","","101"
"Snorlax","","33"
"Snorlax","","37"
"Snorlax","","100"
"Snorlax","","15"
"Snorlax","","58"
"Snorlax","","55"
"Snorlax","","81"
"Snorlax","","158"
"Snorlax","","50"
"Snorlax","","143"
"Snorlax","","202"
"Snorlax","","136"
"Snorlax","","144"
"Snorlax","","51"
"Snorlax","","122"
"Snorlax","","140"
"Snorlax","","TG10"
"Snorlax","","141"
"Snorlax","","131"
"Snorlax","","224"
"Snorlax","","206"
"Snorlax","","SWSH032"
"Snorlax","","SWSH068"
"Snorlax","","SWSH119"
"Snorlax","","26"
"Snorlax","","77"
"Snorlax","","80"
"Snorlax","","118"
"Snorlax","","XY179"
"Snorlax Doll","","175"
"Snorlax ex","","76"
"Snorlax LV.X","","111"
"Snorlax V","","141"
"Snorlax V","","197"
"Snorlax VMAX","","142"
"Snorlax VMAX","","206"
"Snorlax δ","","10"
"Snorlax-GX","","SM05"
"Snorunt","","21"
"Snorunt","","100"
"Snorunt","","64"
"Snorunt","","44"
"Snorunt","","73"
"Snorunt","","RC7"
"Snorunt","","46"
"Snorunt","","227"
"Snorunt","","75"
"Snorunt","","37"
"Snorunt","","47"
"Snorunt","","31"
"Snorunt","","188"
"Snorunt","","51"
"Snorunt","","41"
"Snorunt","","34"
"Snorunt","","35"
"Snover","","25"
"Snover","","101"
"Snover","","74"
"Snover","","35"
"Snover","","140"
"Snover","","41"
"Snover","","37"
"Snover","","3"
"Snover","","59"
"Snover","","10"
"Snover","","100"
"Snover","","42"
"Snover","","12"
"Snover","","9"
"Snover","","39"
"Snow Leaf Badge","","159"
"Snow-cloud Castform","","29"
"Snow-cloud Castform","","25"
"Snowpoint Temple","","134"
"Snubbull","","71"
"Snubbull","","15"
"Snubbull","","84"
"Snubbull","","101"
"Snubbull","","74"
"Snubbull","","82"
"Snubbull","","8"
"Snubbull","","37"
"Snubbull","","55"
"Snubbull","","90"
"Snubbull","","137"
"Snubbull","","SM200"
"Snubbull","","87"
"Snubbull","","70"
"Snubbull","","115"
"Snubbull","","22"
"Snubbull","","68"
"Snubbull","","98"
"Sobble","","24"
"Sobble","","39"
"Sobble","","54"
"Sobble","","55"
"Sobble","","SV025"
"Sobble","","41"
"Sobble","","SWSH003"
"Sobble","","SWSH073"
"Sobble on the Ball","","5"
"Solgaleo","","21"
"Solgaleo","","142"
"Solgaleo","","87"
"Solgaleo","","99"
"Solgaleo & Lunala-GX","","75"
"Solgaleo & Lunala-GX","","216"
"Solgaleo & Lunala-GX","","254"
"Solgaleo ◇","","89"
"Solgaleo-GX","","89"
"Solgaleo-GX","","143"
"Solgaleo-GX","","155"
"Solgaleo-GX","","173"
"Solgaleo-GX","","SM16"
"Solgaleo-GX","","SM104"
"Solgaleo-GX","","SM104a"
"Solid Rage","","92"
"Solosis","","55"
"Solosis","","42"
"Solosis","","73"
"Solosis","","74"
"Solosis","","50"
"Solosis","","70"
"Solosis","","76"
"Solosis","","33"
"Solosis","","37"
"Solosis","","118"
"Solrock","","74"
"Solrock","","85"
"Solrock","","25"
"Solrock","","13"
"Solrock","","47"
"Solrock","","9"
"Solrock","","75"
"Solrock","","106"
"Solrock","","39"
"Solrock","","45"
"Solrock","","69"
"Solrock","","62"
"Solrock","","93"
"Solrock","","GG15"
"Solrock","","92"
"Solrock","","64"
"Solrock","","83"
"Sonia","","167"
"Sonia","","192"
"Sonia","","203"
"Sonia","","65"
"Sophocles","","123"
"Sophocles","","146"
"Sophocles","","65"
"Sordward & Shielbert","","TG28"
"Sordward & Shielbert","","135"
"SP Energy","","101"
"Space Center","","91"
"Spark","","70"
"Spark","","85"
"Spark","","SWSH226"
"Sparkling Crystal","","142"
"Sparkling Crystal","","129"
"Sparkling Robe","","99"
"Spearow","","62"
"Spearow","","92"
"Spearow","","94"
"Spearow","","74"
"Spearow","","130"
"Spearow","","61"
"Spearow","","81"
"Spearow","","102"
"Spearow","","151"
"Spearow","","97"
"Spearow","","145"
"Spearow","","21"
"Spearow","","111"
"Spearow","","78"
"Spearow","","65"
"Special Charge","","105"
"Special Delivery Bidoof","","SWSH177"
"Special Delivery Charizard","","SWSH075"
"Special Delivery Pikachu","","SWSH074"
"Spectrier","","98"
"Spectrier","","81"
"Speed Lightning Energy","","173"
"Speed Stadium","","114"
"Spell Tag","","190"
"Spell Tag","","235"
"Spewpa","","7"
"Spewpa","","9"
"Spewpa","","6"
"Spewpa","","12"
"Spewpa","","16"
"Spewpa","","14"
"Spheal","","29"
"Spheal","","102"
"Spheal","","65"
"Spheal","","74"
"Spheal","","82"
"Spheal","","49"
"Spheal","","50"
"Spheal","","43"
"Spheal","","199"
"Spheal","","37"
"Spheal","","24"
"Spheal","","45"
"Spheal","","46"
"Spicy Seasoned Curry","","151"
"Spidops","","18"
"Spidops","","9"
"Spidops ex","","19"
"Spidops ex","","223"
"Spidops ex","","243"
"Spikemuth","","170"
"Spikemuth Gym","","169"
"Spiky Energy","","159"
"Spiky Energy","","190"
"Spinarak","","103"
"Spinarak","","62"
"Spinarak","","111"
"Spinarak","","75"
"Spinarak","","78"
"Spinarak","","83"
"Spinarak","","64"
"Spinarak","","6"
"Spinarak","","5"
"Spinarak","","9"
"Spinarak","","4"
"Spinarak","","112"
"Spinarak","","3"
"Spinarak","","102"
"Spinarak","","43"
"Spinda","","115"
"Spinda","","111"
"Spinda","","26"
"Spinda","","48"
"Spinda","","46"
"Spinda","","17"
"Spinda","","102"
"Spinda","","151"
"Spinda","","141"
"Spiral Energy","","159"
"Spirit Mask","","160"
"Spiritomb","","87"
"Spiritomb","","16"
"Spiritomb","","10"
"Spiritomb","","148"
"Spiritomb","","32"
"Spiritomb","","112"
"Spiritomb","","47"
"Spiritomb","","53"
"Spiritomb","","89"
"Spiritomb","","129"
"Spiritomb","","158"
"Spiritomb","","117"
"Spiritomb","","TG09"
"Spiritomb","","116"
"Spiritomb","","103"
"Spiritomb","","62"
"Spiritomb","","55"
"Spiritomb C","","84"
"Splash Energy","","113"
"Spoink","","59"
"Spoink","","121"
"Spoink","","62"
"Spoink","","73"
"Spoink","","74"
"Spoink","","76"
"Spoink","","65"
"Spoink","","66"
"Spoink","","77"
"Spoink","","41"
"Spoink","","90"
"Spoink","","55"
"Spoink","","7"
"Spoink","","49"
"Spoink","","30"
"Spongy Gloves","","243"
"Sprigatito","","13"
"Sprigatito","","12"
"Sprigatito","","196"
"Sprigatito","","16"
"Sprigatito","","1"
"Sprigatito","","76"
"Sprigatito ex","","251"
"Sprigatito ex","","87"
"Spritzee","","141"
"Spritzee","","38"
"Spritzee","","92"
"Spritzee","","67"
"Spritzee","","105"
"Spritzee","","84"
"Sprout Tower","","97"
"Squawkabilly","","162"
"Squawkabilly","","160"
"Squawkabilly","","141"
"Squawkabilly ex","","169"
"Squawkabilly ex","","247"
"Squawkabilly ex","","264"
"Squawkabilly ex","","75"
"Squawkabilly ex","","223"
"Squawkabilly ex","","160"
"Squirtle","","63"
"Squirtle","","93"
"Squirtle","","68"
"Squirtle","","95"
"Squirtle","","14"
"Squirtle","","29"
"Squirtle","","24"
"Squirtle","","112"
"Squirtle","","131"
"Squirtle","","132"
"Squirtle","","64"
"Squirtle","","46"
"Squirtle","","82"
"Squirtle","","83"
"Squirtle","","17"
"Squirtle","","15"
"Squirtle","","96"
"Squirtle","","33"
"Squirtle","","22"
"Squirtle","","23"
"Squirtle","","7"
"Squirtle","","170"
"Squirtle","","148"
"Squirtle","","48"
"Squirtle","","SWSH233"
"Stadium Nav","","208"
"Stakataka","","106"
"Stakataka","","SM180"
"Stakataka","","SM209"
"Stakataka-GX","","102"
"Stakataka-GX","","159"
"Stakataka-GX","","176"
"Stakataka-GX","","SV74"
"Stantler","","113"
"Stantler","","102"
"Stantler","","32"
"Stantler","","64"
"Stantler","","76"
"Stantler","","38"
"Stantler","","9"
"Stantler","","156"
"Stantler","","125"
"Stantler","","208"
"Stantler","","91"
"Star Piece","","139"
"Staraptor","","97"
"Staraptor","","16"
"Staraptor","","27"
"Staraptor","","83"
"Staraptor","","150"
"Staraptor","","147"
"Staraptor","","119"
"Staraptor","","127"
"Staraptor FB","","11"
"Staraptor FB LV.X","","147"
"Staravia","","96"
"Staravia","","64"
"Staravia","","47"
"Staravia","","52"
"Staravia","","85"
"Staravia","","10"
"Staravia","","82"
"Staravia","","149"
"Staravia","","146"
"Staravia","","118"
"Staravia","","126"
"Stark Mountain","","135"
"Starly","","95"
"Starly","","101"
"Starly","","75"
"Starly","","129"
"Starly","","16"
"Starly","","81"
"Starly","","148"
"Starly","","221"
"Starly","","110"
"Starly","","145"
"Starly","","117"
"Starly","","125"
"Starmie","","64"
"Starmie","","94"
"Starmie","","24"
"Starmie","","71"
"Starmie","","30"
"Starmie","","44"
"Starmie","","H28"
"Starmie","","49"
"Starmie","","48"
"Starmie","","53"
"Starmie","","25"
"Starmie","","50"
"Starmie","","5"
"Starmie","","16"
"Starmie","","65"
"Starmie","","121"
"Starmie","","119"
"Starmie","","55"
"Starmie","","34"
"Starmie","","31"
"Starmie","","73"
"Starmie BREAK","","32"
"Starmie V","","30"
"Starmie V","","166"
"Starmie V","","TG13"
"Starmie δ","","15"
"Starmie δ","","30"
"Starmie-GX","","14"
"Startling Megaphone","","97"
"Staryu","","65"
"Staryu","","95"
"Staryu","","23"
"Staryu","","122"
"Staryu","","103"
"Staryu","","104"
"Staryu","","84"
"Staryu","","85"
"Staryu","","75"
"Staryu","","77"
"Staryu","","4"
"Staryu","","56"
"Staryu","","83"
"Staryu","","13"
"Staryu","","15"
"Staryu","","28"
"Staryu","","120"
"Staryu","","118"
"Staryu","","52"
"Staryu","","30"
"Staryu","","33"
"Staryu","","32"
"Staryu","","29"
"Staryu","","25"
"Stealthy Hood","","186"
"Steel Shelter","","105"
"Steelix","","79"
"Steelix","","38"
"Steelix","","28"
"Steelix","","35"
"Steelix","","H23"
"Steelix","","31"
"Steelix","","H29"
"Steelix","","23"
"Steelix","","24"
"Steelix","","87"
"Steelix","","93"
"Steelix","","150"
"Steelix","","15"
"Steelix","","44"
"Steelix","","104"
"Steelix","","139"
"Steelix","","247"
"Steelix","","89"
"Steelix","","125"
"Steelix","","208"
"Steelix","","99"
"Steelix ex","","109"
"Steelix GL","","51"
"Steelix Spirit Link","","106"
"Steelix V","","115"
"Steelix V","","176"
"Steelix-EX","","67"
"Steelix-EX","","108"
"Steenee","","19"
"Steenee","","18"
"Steenee","","17"
"Steenee","","9"
"Steenee","","15"
"Steenee","","14"
"Steven","","90"
"Steven","","95"
"Steven's Advice","","83"
"Steven's Advice","","92"
"Steven's Baltoy","","83"
"Steven's Beldum","","143"
"Steven's Carbink","","86"
"Steven's Claydol","","84"
"Steven's Metagross ex","","289"
"Steven's Metagross ex","","145"
"Steven's Metang","","144"
"Steven's Resolve","","145"
"Steven's Resolve","","165"
"Steven's Skarmory","","142"
"Stone Fighting Energy","","164"
"Stonjourner","","81"
"Stonjourner","","121"
"Stonjourner","","114"
"Stonjourner","","111"
"Stonjourner","","101"
"Stonjourner","","SV075"
"Stonjourner","","84"
"Stonjourner V","","115"
"Stonjourner V","","193"
"Stonjourner VMAX","","116"
"Stonjourner VMAX","","205"
"Stormy Mountains","","161"
"Stormy Mountains","","232"
"Stoutland","","83"
"Stoutland","","88"
"Stoutland","","122"
"Stoutland","","76"
"Stoutland","","156"
"Stoutland","","105"
"Stoutland","","176"
"Stoutland","","248"
"Stoutland","","172"
"Stoutland","","135"
"Stoutland","","110"
"Stoutland V","","116"
"Stoutland V","","117"
"Stoutland V","","157"
"Strange Cave","","77"
"Strange Timepiece","","128"
"Strength Charm","","150"
"Strength Charm","","81"
"Strength Charm","","74"
"Strength Charm","","92"
"Strong Energy","","115"
"Strong Energy","","104"
"Struggle Gloves","","171"
"Stufful","","111"
"Stufful","","154"
"Stufful","","181"
"Stufful","","112"
"Stufful","","110"
"Stufful","","55"
"Stufful","","52"
"Stufful","","149"
"Stufful","","150"
"Stunfisk","","83"
"Stunfisk","","RC12"
"Stunfisk","","42"
"Stunfisk","","68"
"Stunfisk","","70"
"Stunfisk","","62"
"Stunfisk","","35"
"Stunfisk","","118"
"Stunfisk","","56"
"Stunfisk","","67"
"Stunfisk","","46"
"Stunfisk","","112"
"Stunfisk","","64"
"Stunfisk","","202"
"Stunfisk","","55"
"Stunfisk ex","","114"
"Stunfisk ex","","252"
"Stunky","","76"
"Stunky","","102"
"Stunky","","69"
"Stunky","","75"
"Stunky","","114"
"Stunky","","53"
"Stunky","","54"
"Sudowoodo","","35"
"Sudowoodo","","48"
"Sudowoodo","","36"
"Sudowoodo","","H24"
"Sudowoodo","","15"
"Sudowoodo","","9"
"Sudowoodo","","77"
"Sudowoodo","","26"
"Sudowoodo","","66"
"Sudowoodo","","110"
"Sudowoodo","","SV20"
"Sudowoodo","","SM207"
"Sudowoodo","","109"
"Sudowoodo","","219"
"Sudowoodo","","100"
"Sudowoodo","","74"
"Sudowoodo","","94"
"Sudowoodo","","67"
"Suicune","","53"
"Suicune","","20"
"Suicune","","SL11"
"Suicune","","19"
"Suicune","","37"
"Suicune","","H25"
"Suicune","","HGSS21"
"Suicune","","26"
"Suicune","","14"
"Suicune","","27"
"Suicune","","30"
"Suicune","","4"
"Suicune","","59"
"Suicune","","SM149"
"Suicune","","24"
"Suicune","","SV022"
"Suicune & Entei LEGEND","","94"
"Suicune & Entei LEGEND","","95"
"Suicune ★","","115"
"Suicune ex","","94"
"Suicune V","","GG38"
"Suicune V","","31"
"Suicune V","","173"
"Suicune-GX","","60"
"Suicune-GX","","200"
"Suicune-GX","","220"
"Sunflora","","38"
"Sunflora","","105"
"Sunflora","","16"
"Sunflora","","31"
"Sunflora","","50"
"Sunflora","","8"
"Sunflora","","7"
"Sunflora","","169"
"Sunflora","","6"
"Sunflora","","SWSH269"
"Sunkern","","114"
"Sunkern","","106"
"Sunkern","","76"
"Sunkern","","85"
"Sunkern","","78"
"Sunkern","","83"
"Sunkern","","7"
"Sunkern","","6"
"Sunkern","","5"
"Sunny Castform","","31"
"Sunny Castform","","26"
"Sunyshore City Gym","","94"
"Super Boost Energy ◇","","136"
"Super Energy Removal","","79"
"Super Energy Removal","","108"
"Super Energy Removal 2","","134"
"Super Energy Retrieval","","89"
"Super Potion","","90"
"Super Potion","","117"
"Super Potion","","158"
"Super Potion","","128"
"Super Potion","","87"
"Super Rod","","95"
"Super Rod","","20"
"Super Rod","","103"
"Super Rod","","188"
"Super Rod","","276"
"Super Rod","","149"
"Super Scoop Up","","103"
"Super Scoop Up","","115"
"Super Scoop Up","","87"
"Super Scoop Up","","151"
"Super Scoop Up","","100"
"Super Scoop Up","","99"
"Super Scoop Up","","83"
"Super Scoop Up","","98"
"Super Scoop Up","","124"
"Super Scoop Up","","166"
"Super Scoop Up","","66"
"Super Scoop Up","","146"
"Supereffective Glasses","","152"
"Superior Energy Retrieval","","103"
"Superior Energy Retrieval","","189"
"Superior Energy Retrieval","","277"
"Surfer","","200"
"Surfer","","293"
"Surfer","","187"
"Surfer","","235"
"Surfing Beach","","129"
"Surfing Pikachu","","28"
"Surfing Pikachu","","114"
"Surfing Pikachu","","111"
"Surfing Pikachu V","","8"
"Surfing Pikachu VMAX","","9"
"Surprise Box","","187"
"Surprise! Time Machine","","91"
"Surskit","","1"
"Surskit","","104"
"Surskit","","82"
"Surskit","","76"
"Surskit","","78"
"Surskit","","130"
"Surskit","","14"
"Surskit","","7"
"Surskit","","15"
"Surskit","","6"
"Surskit","","10"
"Surskit","","13"
"Survival Brace","","164"
"Suspicious Food Tin","","66"
"Suspicious Food Tin","","80"
"Swablu","","103"
"Swablu","","104"
"Swablu","","105"
"Swablu","","86"
"Swablu","","66"
"Swablu","","75"
"Swablu","","79"
"Swablu","","67"
"Swablu","","RC23"
"Swablu","","78"
"Swablu","","97"
"Swablu","","SH5"
"Swablu","","56"
"Swablu","","57"
"Swablu","","SV42"
"Swablu","","169"
"Swablu","","152"
"Swablu","","213"
"Swablu","","148"
"Swablu","","142"
"Swablu","","GG27"
"Swablu","","48"
"Swablu","","132"
"Swablu","","73"
"Swablu","","124"
"Swablu δ","","65"
"Swadloon","","11"
"Swadloon","","5"
"Swadloon","","6"
"Swadloon","","2"
"Swadloon","","9"
"Swadloon","","88"
"Swadloon","","8"
"Swadloon","","10"
"Swalot","","72"
"Swalot","","11"
"Swalot","","50"
"Swalot","","40"
"Swalot","","9"
"Swalot","","58"
"Swalot","","92"
"Swalot","","38"
"Swampert","","9"
"Swampert","","13"
"Swampert","","23"
"Swampert","","27"
"Swampert","","11"
"Swampert","","12"
"Swampert","","5"
"Swampert","","35"
"Swampert","","64"
"Swampert","","36"
"Swampert ex","","98"
"Swampert ex","","95"
"Swampert-EX","","XY55"
"Swanna","","37"
"Swanna","","27"
"Swanna","","36"
"Swanna","","43"
"Swanna","","26"
"Swanna","","110"
"Swanna","","60"
"Swanna","","140"
"Swanna","","47"
"Swanna","","149"
"Swanna","","SV096"
"Sweet Honey","","153"
"Swellow","","73"
"Swellow","","46"
"Swellow","","32"
"Swellow","","45"
"Swellow","","49"
"Swellow","","41"
"Swellow","","15"
"Swellow","","104"
"Swellow","","157"
"Swellow","","134"
"Swellow","","103"
"Swellow","","71"
"Swellow","","72"
"Swellow δ","","40"
"Swinub","","26"
"Swinub","","123"
"Swinub","","77"
"Swinub","","107"
"Swinub","","108"
"Swinub","","79"
"Swinub","","23"
"Swinub","","57"
"Swinub","","84"
"Swinub","","19"
"Swinub","","165"
"Swinub","","31"
"Swinub","","80"
"Swirlix","","RC19"
"Swirlix","","9"
"Swirlix","","93"
"Swirlix","","153"
"Swirlix","","89"
"Swirlix","","83"
"Swirlix","","67"
"Swirlix","","24"
"Swirlix","","94"
"Swirlix","","68"
"Switch","","95"
"Switch","","123"
"Switch","","104"
"Switch","","135"
"Switch","","119"
"Switch","","128"
"Switch","","93"
"Switch","","157"
"Switch","","92"
"Switch","","102"
"Switch","","83"
"Switch","","130"
"Switch","","132"
"Switch","","160"
"Switch","","67"
"Switch","","147"
"Switch","","194"
"Switch","","206"
"Switch","","183"
"Switch","","144"
"Switch","","38"
"Switch","","88"
"Switch","","163"
"Switch","","91"
"Switch Cart","","154"
"Switch Raft","","62"
"Switch Raft","","77"
"Switching Cups","","162"
"Swoobat","","51"
"Swoobat","","65"
"Swoobat","","37"
"Swoobat","","71"
"Swoobat","","120"
"Swoobat","","88"
"Swoobat","","33"
"Swoobat","","74"
"Swoobat","","69"
"Swoobat","","72"
"Swoop! Teleporter","","92"
"Sylveon","","35"
"Sylveon","","155"
"Sylveon","","87"
"Sylveon","","22"
"Sylveon","","40"
"Sylveon","","SWSH211"
"Sylveon","","72"
"Sylveon","","XY04"
"Sylveon ex","","86"
"Sylveon ex","","41"
"Sylveon ex","","156"
"Sylveon V","","74"
"Sylveon V","","183"
"Sylveon V","","184"
"Sylveon V","","TG14"
"Sylveon V","","SWSH202"
"Sylveon VMAX","","75"
"Sylveon VMAX","","211"
"Sylveon VMAX","","212"
"Sylveon VMAX","","TG15"
"Sylveon-EX","","RC21"
"Sylveon-EX","","RC32"
"Sylveon-GX","","92"
"Sylveon-GX","","92a"
"Sylveon-GX","","140"
"Sylveon-GX","","158"
"Sylveon-GX","","SV76"
"Tadbulb","","77"
"Tadbulb","","78"
"Tadbulb","","74"
"Tadbulb","","75"
